MDAMB231,U87,PC3M,WM266.4,RPE,BJ,Protein,,,
-0.69249,-0.658759,-0.937016,-0.985372,-0.639143,-1.26962,WFS1,,,
-1.58891,-0.486325,-0.960378,-1.20131,-0.356024,-0.592921,NDUFS8,,,
NaN,-0.973724,-0.459201,-0.844478,-1.21696,-0.838048,QSOX2,,,
-0.720584,-0.640079,-0.934785,-1.10291,-0.749146,-1.06028,ATP5O,,,
NaN,-1.12247,-0.902337,-0.990664,-0.704017,-0.620993,RNF121,,,
-1.18218,-0.774918,-0.520775,-1.1373,-1.20858,-0.399703,GALNT7,,,
-1.24177,-0.873725,-0.319976,-1.0201,-1.01917,-0.753532,USP39,,,
-1.92974,-0.486989,-0.964245,-0.865362,-0.367137,-0.625301,NELFB,,,
-1.2885,-0.924314,-1.19867,-1.04393,-0.456125,-0.33235,FAM162A,,,
-1.44148,-0.861522,-0.655518,-0.861752,-0.691345,-0.734636,HK1,,,
NaN,-0.632722,-1.35136,-0.527339,-0.93396,-0.928874,FBXO44,,,
-1.06,-0.801356,-0.683251,-0.972591,-0.745551,-0.993764,EMC1,,,
-0.599679,-1.09249,-0.0676451,-1.13271,-1.12835,-1.23812,STIM1,,,
-1.74865,-0.687647,-1.03444,-0.72988,-0.478718,-0.582429,SFXN1,,,
-1.82477,-0.715939,-1.12828,-0.556241,-0.476446,-0.565352,BRIX1,,,
-1.23436,-0.741112,-0.460937,-1.03311,-0.70056,-1.1029,ERLIN2,,,
NaN,-1.01485,-1.10177,-1.12694,-0.888289,-0.262891,DDX52,,,
-1.19824,-0.949401,-0.587183,-1.15393,-0.760639,-0.635708,GTF2I,,,
-1.95906,-0.442165,-0.840166,-0.879859,-0.575638,-0.591047,NUP107,,,
-1.01328,-0.596474,-0.981171,-1.13149,-0.439827,-1.12601,BCAP31,,,
-1.89336,-0.204329,-0.917407,-1.05345,-0.428653,-0.792665,THEM6,,,
NaN,-0.470051,-1.67536,-0.729028,-0.598311,-0.951587,TIMM17B,,,
-1.50897,-0.607602,-0.58042,-1.03797,-0.393677,-1.18568,SEC22B,,,
-1.37468,-0.524934,-0.859707,-0.981378,-0.814848,-0.763604,AGK,,,
-1.90123,-0.847881,-0.783078,-0.875647,-0.5974,-0.325373,NOP2,,,
NaN,-0.921806,-0.913779,-1.06107,-0.618754,-0.932861,TEX264,,,
NaN,-0.472439,-1.27764,-0.835365,-0.531704,-1.33161,MED16,,,
-1.32098,-0.535994,-1.07892,-0.891307,-0.536022,-0.989354,MRPS27,,,
-0.813956,-0.914621,-1.20504,-0.88791,-0.642867,-0.895329,DHCR7,,,
-1.61774,-0.352924,-0.725063,-1.05903,-1.40803,-0.207975,BCAT2,,,
-2.06055,-0.739997,-0.657406,-0.959024,-0.405298,-0.553345,KTN1,,,
-1.00527,-0.563489,-0.91446,-1.21942,-0.807117,-0.873642,ATP5C1,,,
-1.35197,-0.794264,-0.845305,-1.01447,-0.669408,-0.712582,CISD2,,,
-0.306616,-1.07557,-0.439072,-0.793015,-1.58392,-1.19386,TM9SF3,,,
NaN,-0.976687,-0.709059,-0.782047,-0.944987,-1.08479,BLM,,,
-0.22019,-1.41006,-0.845981,-1.01861,-0.92365,-0.985271,EPHX1,,,
NaN,-0.769588,-0.735912,-0.71911,-1.16816,-1.11272,ATG9A,,,
-1.40035,-0.68714,-0.445713,-1.11183,-0.583806,-1.18388,SURF4,,,
NaN,-0.730683,-0.739288,-1.16192,-0.874379,-1.00523,ATM,,,
-1.00039,-0.831201,-0.819693,-1.08318,-0.662091,-1.02331,STT3B,,,
NaN,-0.82538,-1.63971,-0.702296,-0.43508,-0.93575,DHX37,,,
-1.64928,-0.457031,-0.586576,-1.10098,-0.613442,-1.04026,SSR4,,,
-1.27331,-0.42636,-0.76161,-0.941343,-0.962919,-1.08266,MRPL28,,,
NaN,-0.39429,-1.1106,-0.729228,-0.959446,-1.35418,Mar-02,,,
-1.27098,-0.837284,-1.20954,-0.89509,-0.548035,-0.70037,SAFB,,,
NaN,-0.515092,-0.606434,-0.739774,-1.72963,-0.962126,ARMC8,,,
-1.41484,-0.616176,-1.31352,-1.16136,-0.411811,-0.550852,PTGES2,,,
NaN,-0.950586,-0.302611,-0.549446,-1.47945,-1.30749,PCDHGC3,,,
NaN,-1.30137,-0.237277,-0.731509,-1.54824,-0.776561,B4GALT1,,,
-1.9441,-0.739367,-0.396393,-0.489638,-1.06016,-0.906628,WRNIP1,,,
-1.58408,-0.617776,-0.982016,-0.732965,-0.618692,-1.00079,XPO1,,,
-1.39738,-0.572199,-0.460812,-1.06698,-0.976652,-1.07059,SQRDL,,,
-1.63437,-0.332279,-1.12708,-0.92411,-0.61034,-0.918494,PTRH2,,,
-0.906579,-0.853295,-0.8646,-0.661201,-0.93001,-1.33279,IPO11,,,
-1.37053,-0.646934,-1.09111,-1.2457,-0.399172,-0.795119,ERH,,,
-1.07202,-0.976151,-1.04304,-1.56028,-0.641085,-0.268121,CPT1A,,,
NaN,-0.950175,-0.58124,-0.976771,-1.09933,-1.02737,FIBP,,,
-0.815462,-0.879743,-0.480371,-0.917503,-0.874151,-1.59997,GPX8,,,
-0.868324,-0.929008,-0.645522,-1.20488,-0.604123,-1.32839,HM13,,,
NaN,-1.31454,-0.418154,-0.811247,-1.6511,-0.458508,PMF1,,,
-1.50392,-0.612221,-1.15668,-0.842198,-0.659317,-0.811378,NUP93,,,
-1.74033,-0.238647,-0.743814,-0.558886,-0.787874,-1.51817,CKAP4,,,
NaN,-0.540062,-1.26411,-1.38446,-0.390565,-1.07757,COX7A2,,,
-1.90826,-0.707004,-0.644663,-1.00157,-0.637487,-0.694014,DHX9,,,
-1.32006,-0.662421,-1.20048,-1.05804,-0.526266,-0.825752,MDH2,,,
-1.9676,-0.601136,-0.716398,-0.8465,-0.426199,-1.04779,EMD,,,
NaN,-0.928924,-1.36544,-1.0832,-1.05253,-0.242964,VPRBP,,,
NaN,-1.08419,-0.970566,-1.31923,-0.47184,-0.8301,TMEM38B,,,
-2.18615,-0.513687,-0.54947,-0.903782,-0.602528,-0.855668,TMED2,,,
-0.622118,-0.904965,-0.604084,-1.05759,-1.001,-1.43184,ATL3,,,
-1.82302,-0.568803,-1.30511,-0.651695,-0.416683,-0.858237,SLC25A22,,,
-0.277225,-0.986831,-1.01931,-1.42679,-0.843363,-1.07904,HNRNPA3,,,
NaN,-1.45282,-1.11642,-0.201926,-1.05004,-0.879528,CDC42EP2,,,
NaN,-0.880756,-0.431747,-0.572258,-1.74723,-1.07436,MED23,,,
-1.91265,-0.535032,-0.66336,-0.760892,-1.10295,-0.681226,GLYR1,,,
-1.4599,-0.754897,-1.06686,-1.07549,-0.583964,-0.729277,OGDH,,,
-2.15657,-0.569884,-1.06434,-0.847534,-0.443161,-0.605464,NIFK,,,
-1.60775,-0.700751,-0.682091,-0.919439,-0.831493,-0.94578,ACADVL,,,
NaN,-1.24302,-0.0760412,-1.34832,-0.767842,-1.30472,SLC22A3,,,
NaN,-0.901371,-1.01965,-0.988358,-0.92857,-0.906901,WDR36,,,
-0.987627,-0.737594,-1.16753,-1.1923,-0.649931,-0.961018,HNRNPM,,,
-0.242503,-0.94288,-0.71329,-0.920565,-1.29084,-1.59327,ARMT1,,,
-1.533,-0.643146,-0.900702,-1.10547,-0.691454,-0.852862,ACAD9,,,
-1.24522,-0.90842,-0.921954,-0.766822,-0.740865,-1.15442,HACD3,,,
NaN,-0.973742,-0.728112,-0.990314,-0.680467,-1.41048,YIPF5,,,
NaN,-0.783114,-1.00213,-0.799898,-1.02341,-1.18912,INPP5K,,,
-1.04932,-0.813705,-1.10229,-1.08238,-0.808818,-0.914836,NDUFS2,,,
NaN,-0.804014,-1.11933,-1.01556,-0.849246,-1.02591,NOC3L,,,
-1.35618,-0.714152,-1.12251,-1.10022,-0.546583,-0.939784,SRPRB,,,
NaN,-0.468586,-0.851024,-1.522,-0.819194,-1.16233,HMG20A,,,
-2.10454,-0.279149,-0.835478,-0.76391,-0.799525,-1.00649,ABCD3,,,
-2.33471,-0.947108,-0.558711,-0.697065,-0.711661,-0.550856,DDX50,,,
NaN,-0.835371,-0.92469,-0.842603,-1.34115,-0.90718,DBT,,,
NaN,-0.932956,-1.07198,-1.50798,-0.825938,-0.518551,TIMM17A,,,
-2.09119,-0.577286,-0.908795,-0.860143,-0.722877,-0.669524,SNRNP40,,,
-0.999584,-0.941201,-0.688094,-1.37881,-0.847705,-0.995864,HSD17B12,,,
-2.12955,-0.333581,-0.993771,-1.20033,-0.223267,-0.982455,MRPS14,,,
-1.24716,-0.856973,-0.728663,-1.22105,-0.696415,-1.12672,RPN2,,,
NaN,-0.961523,-0.883578,-1.24246,-0.743927,-1.06899,SCAF1,,,
-2.26513,-0.644933,-1.07113,-0.715476,-0.542903,-0.661893,NIP7,,,
-2.09168,-0.811509,-1.00794,-0.678224,-0.539925,-0.777643,ATAD3A,,,
-1.2988,-0.525734,-1.04365,-1.2758,-0.559352,-1.20482,TMED1,,,
-1.30174,-1.03409,-1.17441,-1.08509,-0.417134,-0.89799,DPM1,,,
-2.09763,-0.613151,-1.07959,-0.80437,-0.519215,-0.801196,NOP56,,,
NaN,-0.85583,-0.603181,-0.758354,-1.59728,-1.11479,SMYD3,,,
-2.00512,-0.797749,-0.680032,-1.17554,-0.625097,-0.649259,TMEM11,,,
-1.98623,-0.650127,-0.699046,-1.1839,-0.630393,-0.791036,MT-ATP6,,,
-1.49244,-0.761522,-1.46527,-1.16975,-0.391629,-0.667835,NOP16,,,
-1.73928,-0.59046,-0.8859,-0.977371,-0.550046,-1.20868,TSPO,,,
-0.649822,-0.758853,-0.29953,-1.51241,-1.01852,-1.71468,VIM,,,
-1.95085,-0.564761,-1.12254,-1.0648,-0.522417,-0.743538,LRPPRC,,,
-0.277016,-1.04072,-1.08395,-1.89014,-0.69854,-1.0208,HNRNPA2B1,,,
-2.32392,-0.752255,-0.846605,-0.376704,-0.536421,-1.18177,NR2F2,,,
-0.0394395,-0.944777,-1.24156,-1.31118,-0.942178,-1.54663,KIAA0391,,,
NaN,-1.0215,-0.660131,-1.10508,-1.11495,-1.12063,SLC25A12,,,
-1.35058,-0.687377,-0.79221,-1.28065,-0.813805,-1.10323,HADHA,,,
NaN,-0.662455,-1.2991,-0.671821,-1.14101,-1.26763,NFXL1,,,
NaN,-0.713236,-0.995907,-0.843824,-1.07207,-1.4173,BAZ1A,,,
NaN,-0.882502,-1.42216,-0.493519,-1.18553,-1.06292,MEST,,,
-1.81407,-0.625347,-0.89846,-1.17201,-0.488893,-1.06719,TMEM109,,,
-0.991273,-0.994322,-1.61373,-1.10154,-0.864006,-0.502809,CERS2,,,
NaN,-1.59713,-1.1406,-0.593147,-0.492985,-1.24057,NPEPL1,,,
NaN,-1.27212,-0.733227,-1.28526,-0.78698,-0.994852,FUNDC1,,,
NaN,-0.740788,-1.61524,-0.657791,-0.752474,-1.31559,RMDN2,,,
NaN,-0.628627,-0.727944,-1.14318,-1.88521,-0.701544,POLK,,,
NaN,-0.798459,-1.12031,-0.835363,-1.18343,-1.14958,LIG4,,,
-0.963913,-0.871561,-1.1647,-1.73994,-0.441374,-0.943581,CHCHD3,,,
NaN,-1.43405,-0.768515,-0.677495,-0.890705,-1.34476,MGAT2,,,
-1.05707,-1.27354,-1.17879,-0.86654,-0.660295,-1.11212,PCYOX1L,,,
NaN,-1.05408,-0.710613,-1.34229,-0.646547,-1.3719,BET1,,,
-1.54716,-0.730423,-0.757357,-1.20257,-0.768856,-1.15677,SEC11A,,,
-1.68554,-0.746768,-1.00581,-1.32765,-0.547745,-0.851784,IMMT,,,
-1.32585,-0.522884,-0.829277,-1.56668,-0.703186,-1.22004,SSR1,,,
-1.3979,-0.715406,-0.596744,-1.24233,-0.736078,-1.48164,SLC39A7,,,
-1.55183,-0.763894,-0.763516,-1.20815,-0.793238,-1.09427,LMAN2,,,
-1.73693,-0.579166,-0.900165,-1.06203,-1.00665,-0.901177,TOP2B,,,
-2.48234,-0.83541,-0.658232,-1.02001,-0.748402,-0.464302,PRKDC,,,
-1.57743,-1.0627,-1.04339,-1.32154,-0.276882,-0.931466,KDELR1,,,
-2.36128,-0.54188,-1.08859,-0.942725,-0.656334,-0.629561,NELFCD,,,
-1.26815,-0.88915,-0.452244,-1.55976,-0.739729,-1.31718,PPOX,,,
-1.86437,-1.12541,-0.652588,-0.980369,-0.837241,-0.774324,MRPL33,,,
-1.07971,-0.744525,-1.50706,-1.60194,-0.485406,-0.837935,NDUFB5,,,
-1.80145,-1.07099,-0.581088,-0.800406,-1.19894,-0.819848,RPL32,,,
NaN,-0.795807,-1.15197,-1.51281,-0.548817,-1.21952,NDUFB7,,,
-2.06376,-0.674546,-1.15596,-1.0635,-0.777212,-0.545113,CYC1,,,
-1.75251,-0.783876,-0.520305,-1.15493,-0.83001,-1.24105,TMEM214,,,
-1.35685,-0.955433,-1.32199,-1.25873,-0.402038,-0.993902,TMX1,,,
-1.50843,-0.482974,-0.889194,-0.893959,-1.10849,-1.40713,SLC25A24,,,
-1.74464,-0.822923,-1.03893,-1.12578,-0.753898,-0.80798,TOMM40,,,
NaN,-0.636151,-0.437084,-1.55224,-1.18494,-1.45111,LPIN2,,,
-1.69867,-0.786171,-1.13519,-1.25778,-0.545063,-0.919308,RBM14,,,
-1.7864,-0.633442,-1.02333,-1.35346,-0.540084,-1.01509,ACADM,,,
-1.19786,-0.855159,-0.689915,-1.31031,-0.859133,-1.4423,STT3A,,,
-2.47958,-0.547502,-0.922335,-0.907335,-0.74798,-0.770185,PRPF8,,,
-1.33652,-1.08538,-1.20428,-1.06541,-0.683969,-1.01579,LRRC59,,,
NaN,-0.796164,-1.22095,-1.35204,-0.853498,-1.10538,NDUFA3,,,
NaN,-1.0687,-1.04751,-1.16756,-1.25644,-0.79603,CIRH1A,,,
NaN,-1.362,NaN,-0.647598,-1.1203,-1.1423,DEPDC1B,,,
-1.97675,-0.706262,-1.00815,-1.22973,-0.573141,-0.914616,LMNB2,,,
NaN,-1.40785,-1.10092,-0.462509,-1.10697,-1.27104,MYOM1,,,
-2.34478,-0.764545,-1.15348,-0.895627,-0.565445,-0.704977,GTPBP4,,,
NaN,-0.409722,-1.53215,-0.799024,-1.4822,-1.13439,,,,
NaN,-0.6355,-0.385417,-1.58582,-1.04567,-1.71021,KDM2A,,,
-2.55136,-0.676826,-0.980929,-0.88506,-0.601703,-0.742551,LEMD3,,,
-1.26458,-0.939958,-0.940797,-1.19773,-0.989914,-1.14112,VKORC1L1,,,
-0.822879,-1.01,-1.4095,-1.24956,-0.808059,-1.1753,RRS1,,,
-1.5775,-0.923827,-0.965376,-1.33535,-0.91499,-0.759671,SAMM50,,,
-1.81725,-0.946714,-0.667974,-1.21458,-0.826076,-1.01802,MTCH2,,,
-2.20266,-0.878621,-0.968012,-1.0602,-0.808714,-0.576248,TOP2A,,,
-0.573292,-1.10611,-1.14537,-1.44251,-0.952048,-1.29169,EMC3,,,
-1.31638,-0.974229,-0.76413,-1.21624,-1.03326,-1.21989,FAM3C,,,
NaN,-0.473756,-1.4128,-1.54532,-0.793788,-1.21216,NOP9,,,
NaN,-0.783602,-1.27536,-1.15305,-1.07147,-1.15496,ZNF800,,,
-2.16313,-0.743676,-1.0225,-1.20733,-0.503988,-0.909129,GNL3,,,
-2.00253,-0.809544,-0.803471,-0.736032,-0.982808,-1.21759,SLC25A1,,,
NaN,-0.893905,-1.09424,-1.30428,-1.01409,-1.15878,TMEM87A,,,
NaN,-1.03836,-1.3591,-0.998728,-1.21932,-0.856632,SENP3,,,
-0.336065,-1.06989,-1.14983,-1.34843,-0.827873,-1.84199,POLR2G,,,
-1.87998,-0.721782,-1.34308,-0.978644,-0.766235,-0.889427,GOT2,,,
-2.61351,-0.696076,-1.18624,-0.801083,-0.61286,-0.677347,ILF3,,,
NaN,-0.982204,-1.09853,-1.26894,-1.10522,-1.04107,KIAA1429,,,
NaN,-0.383186,-0.942029,-1.48639,-1.72464,-0.963921,TMEM147,,,
-2.08906,-0.775424,-1.07793,-1.04652,-0.810037,-0.81336,NOC2L,,,
-2.09168,-0.995313,-1.04646,-0.596958,-1.03794,-0.84871,ATAD3B,,,
-2.05172,-0.580203,-1.02009,-1.33513,-0.666147,-0.964787,ATP5F1,,,
-2.48025,-0.657983,-0.994507,-0.897808,-0.717364,-0.874451,NOP58,,,
-1.8884,-0.711827,-1.11576,-1.23283,-0.521223,-1.15451,NDUFS7,,,
NaN,-0.986972,-1.38248,-1.367,-0.816092,-0.970887,KNOP1,,,
-1.95928,-1.05531,-0.924309,-0.668077,-1.09996,-0.944279,QRICH1,,,
-2.15967,-0.72154,-1.01419,-1.05751,-0.71175,-0.987577,SF3B6,,,
-1.58097,-0.94448,-1.28215,-1.22973,-0.791628,-0.837509,FTSJ3,,,
-2.29886,-0.711812,-0.499227,-1.11922,-0.777407,-1.28269,TMED10,,,
-1.25384,-1.20992,-1.20408,-1.29894,-0.770905,-0.979992,JAGN1,,,
-1.99829,-0.865438,-1.27701,-1.30923,-0.487797,-0.784899,ZFR,,,
-2.44055,-0.802193,-1.06217,-1.25989,-0.682489,-0.489758,STAG2,,,
-1.49935,-0.563755,-1.35251,-1.61559,-0.806672,-0.902891,DLAT,,,
-1.86826,-0.955163,-0.556809,-1.20608,-0.829756,-1.33306,TMED9,,,
-1.39802,-0.86495,-1.09541,-1.03261,-1.45222,-0.914535,MCU,,,
NaN,-0.871636,-0.949662,-1.381,-1.22316,-1.21902,COG2,,,
-2.0727,-0.889011,-0.994409,-1.27011,-0.896218,-0.651254,SLC25A11,,,
-1.21978,-0.787114,-1.4472,-1.65668,-0.562238,-1.11709,TMX2,,,
NaN,-1.00435,-1.1739,-1.2366,-0.947691,-1.31962,RTN1,,,
-2.43925,-0.95435,-0.805737,-0.880857,-0.64128,-1.0989,APOO,,,
-1.2286,-1.00542,-0.683666,-1.48865,-1.14596,-1.26859,DDOST,,,
-2.25909,-0.912851,-0.356071,-1.09751,-0.890068,-1.30904,TMED7,,,
NaN,-0.818213,-0.355597,-1.62135,-1.0361,-1.86823,RYR3,,,
-2.54566,-0.586071,-1.31598,-1.30907,-0.337393,-0.746125,NDUFC2,,,
-2.12806,-0.621088,-0.6787,-1.59176,-1.33767,-0.49107,SLC25A4,,,
-1.9853,-1.00706,-0.650894,-1.29955,-0.878713,-1.0341,COX20,,,
-2.59267,-0.925344,-0.947648,-0.940793,-0.818141,-0.64251,TEX10,,,
-1.46384,-0.565097,-1.48915,-1.31967,-0.791601,-1.25938,C2orf47,,,
-1.95714,-1.1643,-0.949453,-1.17484,-0.919346,-0.741545,SLTM,,,
-2.12445,-0.913439,-0.721037,-1.1488,-1.30741,-0.699009,GAR1,,,
-1.97041,-0.961129,-1.61039,-1.04135,-0.477029,-0.865191,RPF2,,,
-0.32757,-1.5239,-1.16372,-1.16698,-1.2414,-1.5169,CYFIP2,,,
-1.76237,-0.79582,-0.856215,-1.68585,-0.523575,-1.33822,SSR3,,,
-1.68284,-1.01958,-0.56692,-1.5961,-0.914515,-1.18934,GALNT2,,,
NaN,-1.06651,-1.01519,-1.32906,-0.942728,-1.45899,PEX3,,,
-2.63967,-0.836832,-1.23277,-0.854083,-0.469901,-0.944787,KIAA0020,,,
-2.10122,-1.12653,-0.71881,-0.929571,-1.06006,-1.04297,RECQL,,,
-1.87353,-0.797397,-1.32685,-1.30908,-0.794209,-0.879002,PHB2,,,
NaN,-1.22758,-1.13467,-1.33418,-0.919724,-1.20229,TMEM165,,,
-1.65847,-1.14061,-1.65642,0.13191,-1.1625,-1.50437,MGST1,,,
NaN,-0.91045,-1.32921,-1.23471,-1.32709,-1.02874,FASTKD5,,,
-1.51448,-0.910001,-1.05951,-1.33403,-0.829483,-1.35686,MLEC,,,
NaN,-0.572544,-0.605174,-1.0432,-1.96484,-1.65627,ODR4,,,
-0.678315,-1.40559,-0.223129,-1.72059,-2.05553,-0.961726,NOLC1,,,
-1.35215,-0.754485,-1.9854,-0.635684,-1.01784,-1.31515,NUP188,,,
NaN,-1.14535,-0.970107,-0.834292,NaN,-1.77028,CALCOCO2,,,
-1.5179,-1.18489,-0.847789,-1.16054,-0.868734,-1.50701,SEC61A1,,,
-1.11887,-1.25299,-1.12276,-1.48289,-1.05117,-1.08147,UTP3,,,
NaN,-1.16165,-1.25628,-1.40466,-0.727306,-1.37834,RHBDD2,,,
-2.59507,-0.721969,-1.13632,-0.937803,-0.864866,-0.861172,SNRNP200,,,
NaN,-1.42159,-0.928974,-1.23417,-1.39174,-1.004,PIGU,,,
-2.41836,-0.703475,-1.05016,-1.05779,-1.10268,-0.861597,NUP160,,,
-1.82579,-0.845613,-1.65974,-1.19415,-0.735706,-0.940935,CS,,,
NaN,-0.946606,-1.05348,-1.13729,-1.47334,-1.40003,POLR3E,,,
-2.3801,-0.602453,-1.72254,-1.0589,-0.557379,-0.933673,ZNF326,,,
-2.65234,-0.51147,-1.13409,-1.4031,-0.305539,-1.25508,NDUFB1,,,
-2.06668,-1.05723,-1.49262,-1.12597,-1.03095,-0.508151,NUP155,,,
-1.83194,-0.915586,-0.474045,-1.35148,-1.31711,-1.41512,SPCS3,,,
-1.83062,-0.84834,-1.39602,-2.03451,-0.672987,-0.528722,SLC25A5,,,
NaN,-1.14,-0.660008,-1.65959,-1.08541,-1.55928,FYTTD1,,,
-2.53886,-0.700008,-1.38522,-1.2185,-0.60598,-0.879003,PRPF19,,,
-1.18334,-1.16642,-1.84826,-1.38103,-0.743353,-1.02573,CHTOP,,,
NaN,-0.776375,-1.35211,-1.46623,-1.40348,-1.12811,CPEB4,,,
-2.23828,-0.827564,-0.983449,-1.28632,-1.04566,-1.03039,HP1BP3,,,
-1.91863,-0.971603,-1.65655,-1.62772,-0.560751,-0.725584,QIL1,,,
NaN,-0.867917,-1.15878,-1.19101,-1.76294,-1.23686,BCS1L,,,
-1.90123,-1.20736,-1.72019,-1.3877,-0.50059,-0.750734,NOP2,,,
-1.8512,-1.34185,-1.3156,-1.255,-0.794304,-0.984586,TMCO1,,,
-2.21897,-0.793921,-1.47775,-1.41977,-0.659882,-0.972362,PHB,,,
-1.52474,-1.05513,-1.20538,-1.48369,-1.37271,-0.907998,VDAC3,,,
-2.82204,-0.819259,-1.28104,-0.872418,-0.833484,-0.937339,ILF2,,,
NaN,-1.09777,-1.1038,-1.32034,-1.16055,-1.64306,YIPF3,,,
-1.59005,-1.04477,-1.26331,-1.27981,-1.03052,-1.38645,TMED5,,,
-2.87066,-0.613461,-1.14683,-1.25366,-0.906971,-0.828413,ATP5L,,,
NaN,-1.63779,-0.618141,-1.10675,-1.54475,-1.44831,ATAD2,,,
-1.43887,-1.17187,-1.65076,-1.24839,-0.972609,-1.14934,SAAL1,,,
-2.02481,-1.01477,-1.36787,-1.40186,-0.914498,-0.922359,DDX18,,,
-2.84574,-0.965509,-1.43863,-1.05532,-0.570873,-0.778311,RSL1D1,,,
-1.82167,-0.611156,-1.47827,-1.83473,-0.827312,-1.08358,SLC25A6,,,
-2.00653,-0.735576,-1.74091,-1.6071,-0.529428,-1.04972,HIGD1A,,,
-2.46713,-0.692079,-1.24307,-1.31418,-0.982964,-0.992153,LMNB1,,,
NaN,-1.46813,-1.01208,-1.40172,-1.46046,-1.06766,TBP,,,
-2.43363,-0.554818,-1.21472,-1.25634,-1.1074,-1.12858,MRPS33,,,
NaN,-1.30092,-0.900626,-1.13405,-1.26565,-1.82936,UFSP2,,,
-0.008979,-1.1635,-1.4265,-0.84772,-2.05951,-2.21872,TUBB8,,,
NaN,-1.27973,-1.2954,-1.22852,-1.24848,-1.39962,ERGIC2,,,
-0.778616,-1.23212,-1.20369,-1.39243,-1.47229,-1.68255,VAMP7,,,
-1.5099,-1.53067,-0.82217,-1.47991,-0.891755,-1.52864,MGST3,,,
NaN,-1.02618,-0.879242,-0.859981,-1.99862,-1.72994,KBTBD2,,,
NaN,-1.17568,-0.743454,-1.38641,-1.84177,-1.35047,EP300,,,
-2.38932,-0.905847,-1.19619,-0.879628,-1.5659,-0.901103,THOC5,,,
-2.0052,-0.88903,-1.39428,-1.20028,-1.26386,-1.09188,SLC25A3,,,
NaN,-1.23269,-1.26632,-1.42217,-1.29102,-1.3324,CEPT1,,,
-2.46109,-0.593941,-1.24223,-1.19023,-1.28822,-1.0799,RBMXL1,,,
NaN,-0.877208,-0.988229,-1.42045,-1.58206,-1.73838,SLC33A1,,,
NaN,-1.22196,-2.04433,-1.33082,-0.573246,-1.47751,SYVN1,,,
-1.935,-0.831689,-1.3667,-1.46417,-0.977552,-1.41646,NDUFA9,,,
-2.10772,-0.900518,-1.24493,-1.6223,-0.747378,-1.38591,MT-CO2,,,
NaN,-1.86746,-1.87216,-0.145315,-1.15115,-1.67377,ZNF281,,,
-0.765681,-1.37119,-1.29472,-1.91828,-1.29914,-1.4165,YIPF4,,,
-1.62494,-1.22472,-1.5,-1.29033,-0.842371,-1.6217,SEC61B,,,
-3.02214,-0.882731,-1.1958,-1.34224,-0.713821,-1.0527,XRCC6,,,
-2.39824,-1.18429,-1.28221,-1.84645,-0.64315,-0.890356,RALY,,,
NaN,-1.17272,-0.908008,-1.36267,-1.50934,-1.95045,OSTC,,,
-2.36953,-0.900151,-1.71441,-1.5661,-0.556501,-1.1881,NDUFA4,,,
NaN,-0.166212,-2.14233,-1.75341,-1.58226,-1.27732,PHF8,,,
NaN,-1.29671,-1.78006,-2.13047,-1.08731,-0.652625,FUNDC2,,,
NaN,NaN,NaN,-1.60998,-1.42801,-1.15582,POM121C,,,
-0.922616,-1.40595,-0.998799,-1.72011,-1.52203,-1.85908,YIF1A,,,
-1.37773,-0.915635,-2.10772,-1.54598,-1.06791,-1.41468,VDAC2,,,
NaN,-1.68944,-0.616968,-1.53062,-1.26027,-1.92812,MRPS10,,,
NaN,-1.05252,-1.54827,-1.75026,-0.74603,-1.95005,RNF185,,,
-2.31275,-0.687313,-1.94921,-1.9888,-0.535664,-0.987669,GATAD2A,,,
-2.44403,-1.3915,-1.11465,-1.30625,-1.1038,-1.17006,RBM7,,,
-1.35107,-1.31328,-1.50123,-1.67881,-1.23171,-1.50236,VDAC1,,,
NaN,-1.08421,-0.906829,-1.25954,-1.9915,-1.90777,LPGAT1,,,
-2.05956,-1.12665,-1.56897,-1.40699,-0.995247,-1.45388,SMPD4,,,
-1.26548,-1.13,-1.90009,-1.78441,-0.986237,-1.56884,UTP18,,,
-2.97477,-1.00186,-1.3201,-1.36028,-0.932287,-1.11958,XRCC5,,,
NaN,-1.05136,-1.49742,-1.88861,-1.40853,-1.4448,CENPC,,,
NaN,-1.25598,-1.32138,-0.911376,-2.35122,NaN,MSH3,,,
NaN,-1.8702,-0.517272,-1.68914,-2.09654,-1.13609,TRAPPC2B,,,
-0.39291,-1.48778,-1.30565,-1.57806,-1.96459,-2.04427,CDC23,,,
-2.56031,-1.09172,-1.51641,-1.57352,-0.995956,-1.07265,HNRNPC,,,
-2.49951,-1.36338,-1.12877,-1.22676,-1.41142,-1.20197,H2AFY,,,
NaN,-1.65996,-1.89621,-1.26908,-2.26182,-0.274919,OSTM1,,,
NaN,-1.27983,-2.26213,-1.43063,-1.60318,-0.867886,SLU7,,,
-2.13757,-0.888629,-2.04508,-1.99958,-0.758812,-1.21671,NDUFB11,,,
-1.28726,-1.84911,-1.53718,-1.36711,-1.42419,-1.60592,TMEM33,,,
-1.49177,-1.84,-1.60917,-1.46428,-1.13567,-1.65568,TMEM97,,,
-2.80296,-1.02595,-1.57338,-1.69526,-1.03007,-1.10262,UQCR10,,,
-2.0751,-1.30077,-1.68393,-1.74543,-1.11864,-1.3293,RBMX,,,
-2.83088,-1.44483,-1.67922,-2.10888,-0.0961428,-1.32865,HIST1H1D,,,
